version,N,M,runtime,problemSize,bandwith
Reduction,16,8,0.00015,0.000608,0.00405333
Sequentiel,16,8,4e-06,0.001216,0.304
Basic,16,8,0.000226,0.001216,0.00538053
Atomic,16,8,0.000126,0.000608,0.0048254
Partial_reduction,16,8,0.000104,0.000608,0.00584615
Reduction,16,8,0.000147,0.000608,0.00413605
Sequentiel,16,8,4e-06,0.001216,0.304
Basic,16,8,0.000233,0.001216,0.00521888
Atomic,16,8,0.000102,0.000608,0.00596078
Partial_reduction,16,8,0.000105,0.000608,0.00579048
Reduction,16,8,0.00015,0.000608,0.00405333
Sequentiel,16,8,4e-06,0.001216,0.304
Basic,16,8,0.000183,0.001216,0.00664481
Atomic,16,8,0.000121,0.000608,0.00502479
Partial_reduction,16,8,0.000101,0.000608,0.0060198
Reduction,16,8,0.000172,0.000608,0.00353488
Sequentiel,16,8,4e-06,0.001216,0.304
Basic,16,8,0.000244,0.001216,0.00498361
Atomic,16,8,0.000133,0.000608,0.00457143
Partial_reduction,16,8,0.000104,0.000608,0.00584615
Reduction,16,8,0.000303,0.000608,0.0020066
Sequentiel,16,8,4e-06,0.001216,0.304
Basic,16,8,0.000128,0.001216,0.0095
Atomic,16,8,0.000272,0.000608,0.00223529
Partial_reduction,16,8,0.000179,0.000608,0.00339665
Reduction,16,8,0.000299,0.000608,0.00203344
Sequentiel,16,8,5e-06,0.001216,0.2432
Basic,16,8,0.000125,0.001216,0.009728
Atomic,16,8,0.0001,0.000608,0.00608
Partial_reduction,16,8,0.000128,0.000608,0.00475
Reduction,16,8,0.000134,0.000608,0.00453731
Sequentiel,16,8,5e-06,0.001216,0.2432
Basic,16,8,0.000185,0.001216,0.00657297
Atomic,16,8,0.000144,0.000608,0.00422222
Partial_reduction,16,8,9.9e-05,0.000608,0.00614141
Reduction,16,8,0.000342,0.000608,0.00177778
Sequentiel,16,8,3e-06,0.001216,0.405333
Basic,16,8,0.0001,0.001216,0.01216
Atomic,16,8,0.000125,0.000608,0.004864
Partial_reduction,16,8,0.000142,0.000608,0.00428169
Reduction,16,8,0.000208,0.000608,0.00292308
Sequentiel,16,8,6e-06,0.001216,0.202667
Basic,16,8,0.000103,0.001216,0.0118058
Atomic,16,8,0.000129,0.000608,0.00471318
Partial_reduction,16,8,0.000105,0.000608,0.00579048
Reduction,16,8,0.000155,0.000608,0.00392258
Sequentiel,16,8,4e-06,0.001216,0.304
Basic,16,8,0.000104,0.001216,0.0116923
Atomic,16,8,0.00012,0.000608,0.00506667
Partial_reduction,16,8,0.000157,0.000608,0.00387261
Reduction,16,8,0.000185,0.000608,0.00328649
Sequentiel,16,8,4e-06,0.001216,0.304
Basic,16,8,0.000134,0.001216,0.00907463
Atomic,16,8,0.000101,0.000608,0.0060198
Partial_reduction,16,8,0.000219,0.000608,0.00277626
Reduction,16,8,0.000142,0.000608,0.00428169
Sequentiel,16,8,4e-06,0.001216,0.304
Basic,16,8,0.00017,0.001216,0.00715294
Atomic,16,8,0.000101,0.000608,0.0060198
Partial_reduction,16,8,0.000128,0.000608,0.00475
Reduction,16,8,0.000311,0.000608,0.00195498
Sequentiel,16,8,4e-06,0.001216,0.304
Basic,16,8,0.000105,0.001216,0.011581
Atomic,16,8,0.000225,0.000608,0.00270222
Partial_reduction,16,8,0.00025,0.000608,0.002432
Reduction,16,8,0.000237,0.000608,0.0025654
Sequentiel,16,8,4e-06,0.001216,0.304
Basic,16,8,0.000185,0.001216,0.00657297
Atomic,16,8,0.000267,0.000608,0.00227715
Partial_reduction,16,8,0.0001,0.000608,0.00608
Reduction,16,8,0.000182,0.000608,0.00334066
Sequentiel,16,8,6e-06,0.001216,0.202667
Basic,16,8,0.000124,0.001216,0.00980645
Atomic,16,8,0.000103,0.000608,0.00590291
Partial_reduction,16,8,0.000107,0.000608,0.00568224
Reduction,16,8,0.000148,0.000608,0.00410811
Sequentiel,16,8,4e-06,0.001216,0.304
Basic,16,8,0.000108,0.001216,0.0112593
Atomic,16,8,0.000103,0.000608,0.00590291
Partial_reduction,16,8,0.000127,0.000608,0.0047874
Reduction,16,8,0.000246,0.000608,0.00247154
Sequentiel,16,8,4e-06,0.001216,0.304
Basic,16,8,0.000104,0.001216,0.0116923
Atomic,16,8,0.000155,0.000608,0.00392258
Partial_reduction,16,8,9.9e-05,0.000608,0.00614141
Reduction,16,8,0.00028,0.000608,0.00217143
Sequentiel,16,8,5e-06,0.001216,0.2432
Basic,16,8,0.000147,0.001216,0.00827211
Atomic,16,8,0.0001,0.000608,0.00608
Partial_reduction,16,8,0.000105,0.000608,0.00579048
Reduction,16,8,0.00015,0.000608,0.00405333
Sequentiel,16,8,3e-06,0.001216,0.405333
Basic,16,8,0.000163,0.001216,0.00746012
Atomic,16,8,0.000119,0.000608,0.00510924
Partial_reduction,16,8,0.000136,0.000608,0.00447059
Reduction,16,8,0.000298,0.000608,0.00204027
Sequentiel,16,8,4e-06,0.001216,0.304
Basic,16,8,0.000103,0.001216,0.0118058
Atomic,16,8,0.000107,0.000608,0.00568224
Partial_reduction,16,8,0.000107,0.000608,0.00568224
Reduction,16,8,0.000151,0.000608,0.00402649
Sequentiel,16,8,4e-06,0.001216,0.304
Basic,16,8,0.000125,0.001216,0.009728
Atomic,16,8,0.000145,0.000608,0.0041931
Partial_reduction,16,8,0.000136,0.000608,0.00447059
Reduction,16,8,0.000157,0.000608,0.00387261
Sequentiel,16,8,6e-06,0.001216,0.202667
Basic,16,8,0.000103,0.001216,0.0118058
Atomic,16,8,0.000132,0.000608,0.00460606
Partial_reduction,16,8,0.000105,0.000608,0.00579048
Reduction,16,8,0.000314,0.000608,0.00193631
Sequentiel,16,8,3e-06,0.001216,0.405333
Basic,16,8,0.0001,0.001216,0.01216
Atomic,16,8,0.000101,0.000608,0.0060198
Partial_reduction,16,8,0.000178,0.000608,0.00341573
Reduction,16,8,0.000155,0.000608,0.00392258
Sequentiel,16,8,5e-06,0.001216,0.2432
Basic,16,8,0.000105,0.001216,0.011581
Atomic,16,8,0.000145,0.000608,0.0041931
Partial_reduction,16,8,0.000111,0.000608,0.00547748
Reduction,16,8,0.000356,0.000608,0.00170787
Sequentiel,16,8,5e-06,0.001216,0.2432
Basic,16,8,0.000198,0.001216,0.00614141
Atomic,16,8,0.00011,0.000608,0.00552727
Partial_reduction,16,8,0.000104,0.000608,0.00584615
Reduction,16,8,0.000145,0.000608,0.0041931
Sequentiel,16,8,6e-06,0.001216,0.202667
Basic,16,8,0.000191,0.001216,0.00636649
Atomic,16,8,0.000105,0.000608,0.00579048
Partial_reduction,16,8,0.000101,0.000608,0.0060198
Reduction,16,8,0.000178,0.000608,0.00341573
Sequentiel,16,8,4e-06,0.001216,0.304
Basic,16,8,0.000103,0.001216,0.0118058
Atomic,16,8,0.000122,0.000608,0.00498361
Partial_reduction,16,8,0.000237,0.000608,0.0025654
Reduction,16,8,0.000181,0.000608,0.00335912
Sequentiel,16,8,4e-06,0.001216,0.304
Basic,16,8,0.000107,0.001216,0.0113645
Atomic,16,8,0.00013,0.000608,0.00467692
Partial_reduction,16,8,0.000221,0.000608,0.00275113
Reduction,16,8,0.000142,0.000608,0.00428169
Sequentiel,16,8,4e-06,0.001216,0.304
Basic,16,8,0.000104,0.001216,0.0116923
Atomic,16,8,0.00027,0.000608,0.00225185
Partial_reduction,16,8,0.000102,0.000608,0.00596078
Reduction,16,8,0.000145,0.000608,0.0041931
Sequentiel,16,8,4e-06,0.001216,0.304
Basic,16,8,0.00013,0.001216,0.00935385
Atomic,16,8,0.000102,0.000608,0.00596078
Partial_reduction,16,8,0.000122,0.000608,0.00498361
Reduction,16,8,0.000158,0.000608,0.0038481
Sequentiel,16,8,4e-06,0.001216,0.304
Basic,16,8,0.00011,0.001216,0.0110545
Atomic,16,8,0.000107,0.000608,0.00568224
Partial_reduction,16,8,0.000105,0.000608,0.00579048
Reduction,16,8,0.000149,0.000608,0.00408054
Sequentiel,16,8,4e-06,0.001216,0.304
Basic,16,8,0.000106,0.001216,0.0114717
Atomic,16,8,0.000145,0.000608,0.0041931
Partial_reduction,16,8,0.000218,0.000608,0.00278899
Reduction,16,8,0.000157,0.000608,0.00387261
Sequentiel,16,8,4e-06,0.001216,0.304
Basic,16,8,0.000183,0.001216,0.00664481
Atomic,16,8,0.000106,0.000608,0.00573585
Partial_reduction,16,8,0.000103,0.000608,0.00590291
Reduction,16,8,0.000276,0.000608,0.0022029
Sequentiel,16,8,4e-06,0.001216,0.304
Basic,16,8,0.000127,0.001216,0.0095748
Atomic,16,8,0.000188,0.000608,0.00323404
Partial_reduction,16,8,0.000127,0.000608,0.0047874
Reduction,16,8,0.000172,0.000608,0.00353488
Sequentiel,16,8,6e-06,0.001216,0.202667
Basic,16,8,0.000101,0.001216,0.0120396
Atomic,16,8,0.000163,0.000608,0.00373006
Partial_reduction,16,8,0.000104,0.000608,0.00584615
Reduction,16,8,0.000179,0.000608,0.00339665
Sequentiel,16,8,5e-06,0.001216,0.2432
Basic,16,8,0.000109,0.001216,0.011156
Atomic,16,8,9.7e-05,0.000608,0.00626804
Partial_reduction,16,8,0.000124,0.000608,0.00490323
Reduction,16,8,0.000203,0.000608,0.00299507
Sequentiel,16,8,4e-06,0.001216,0.304
Basic,16,8,0.000121,0.001216,0.0100496
Atomic,16,8,0.000102,0.000608,0.00596078
Partial_reduction,16,8,0.000104,0.000608,0.00584615
Reduction,16,8,0.000148,0.000608,0.00410811
Sequentiel,16,8,4e-06,0.001216,0.304
Basic,16,8,0.000168,0.001216,0.0072381
Atomic,16,8,0.000105,0.000608,0.00579048
Partial_reduction,16,8,9.9e-05,0.000608,0.00614141
Reduction,16,8,0.000324,0.000608,0.00187654
Sequentiel,16,8,5e-06,0.001216,0.2432
Basic,16,8,9.4e-05,0.001216,0.0129362
Atomic,16,8,0.000217,0.000608,0.00280184
Partial_reduction,16,8,0.000107,0.000608,0.00568224
Reduction,16,8,0.000212,0.000608,0.00286792
Sequentiel,16,8,4e-06,0.001216,0.304
Basic,16,8,0.000124,0.001216,0.00980645
Atomic,16,8,0.000105,0.000608,0.00579048
Partial_reduction,16,8,0.000101,0.000608,0.0060198
Reduction,16,8,0.000175,0.000608,0.00347429
Sequentiel,16,8,5e-06,0.001216,0.2432
Basic,16,8,0.000127,0.001216,0.0095748
Atomic,16,8,0.000106,0.000608,0.00573585
Partial_reduction,16,8,0.000106,0.000608,0.00573585
Reduction,16,8,0.000166,0.000608,0.00366265
Sequentiel,16,8,5e-06,0.001216,0.2432
Basic,16,8,0.000108,0.001216,0.0112593
Atomic,16,8,0.000104,0.000608,0.00584615
Partial_reduction,16,8,0.000105,0.000608,0.00579048
Reduction,16,8,0.00019,0.000608,0.0032
Sequentiel,16,8,3e-06,0.001216,0.405333
Basic,16,8,0.000108,0.001216,0.0112593
Atomic,16,8,0.000107,0.000608,0.00568224
Partial_reduction,16,8,0.000109,0.000608,0.00557798
Reduction,16,8,0.000159,0.000608,0.0038239
Sequentiel,16,8,4e-06,0.001216,0.304
Basic,16,8,0.000141,0.001216,0.00862411
Atomic,16,8,0.000158,0.000608,0.0038481
Partial_reduction,16,8,0.000197,0.000608,0.00308629
Reduction,16,8,0.000383,0.000608,0.00158747
Sequentiel,16,8,5e-06,0.001216,0.2432
Basic,16,8,0.000144,0.001216,0.00844444
Atomic,16,8,0.000197,0.000608,0.00308629
Partial_reduction,16,8,0.000117,0.000608,0.00519658
Reduction,16,8,0.000164,0.000608,0.00370732
Sequentiel,16,8,4e-06,0.001216,0.304
Basic,16,8,0.000338,0.001216,0.00359763
Atomic,16,8,0.000218,0.000608,0.00278899
Partial_reduction,16,8,0.000156,0.000608,0.00389744
Reduction,16,8,0.000168,0.000608,0.00361905
Sequentiel,16,8,6e-06,0.001216,0.202667
Basic,16,8,0.000423,0.001216,0.0028747
Atomic,16,8,0.000105,0.000608,0.00579048
Partial_reduction,16,8,0.000104,0.000608,0.00584615
Reduction,16,8,0.00025,0.000608,0.002432
Sequentiel,16,8,6e-06,0.001216,0.202667
Basic,16,8,0.000187,0.001216,0.00650267
Atomic,16,8,0.000126,0.000608,0.0048254
Partial_reduction,16,8,0.000113,0.000608,0.00538053
Reduction,16,8,0.000154,0.000608,0.00394805
Sequentiel,16,8,3e-06,0.001216,0.405333
Basic,16,8,0.000121,0.001216,0.0100496
Atomic,16,8,0.00019,0.000608,0.0032
Partial_reduction,16,8,0.000114,0.000608,0.00533333
Reduction,16,8,0.000148,0.000608,0.00410811
Sequentiel,16,8,4e-06,0.001216,0.304
Basic,16,8,8.6e-05,0.001216,0.0141395
Atomic,16,8,0.000152,0.000608,0.004
Partial_reduction,16,8,0.000294,0.000608,0.00206803
Reduction,16,8,0.000186,0.000608,0.00326882
Sequentiel,16,8,5e-06,0.001216,0.2432
Basic,16,8,0.00011,0.001216,0.0110545
Atomic,16,8,0.000226,0.000608,0.00269027
Partial_reduction,16,8,0.000111,0.000608,0.00547748
Reduction,16,8,0.000142,0.000608,0.00428169
Sequentiel,16,8,4e-06,0.001216,0.304
Basic,16,8,0.000269,0.001216,0.00452045
Atomic,16,8,0.000123,0.000608,0.00494309
Partial_reduction,16,8,0.000107,0.000608,0.00568224
Reduction,16,8,0.000234,0.000608,0.00259829
Sequentiel,16,8,4e-06,0.001216,0.304
Basic,16,8,0.000127,0.001216,0.0095748
Atomic,16,8,0.000119,0.000608,0.00510924
Partial_reduction,16,8,0.000122,0.000608,0.00498361
Reduction,16,8,0.000214,0.000608,0.00284112
Sequentiel,16,8,4e-06,0.001216,0.304
Basic,16,8,0.000103,0.001216,0.0118058
Atomic,16,8,0.000101,0.000608,0.0060198
Partial_reduction,16,8,0.000255,0.000608,0.00238431
Reduction,16,8,0.000291,0.000608,0.00208935
Sequentiel,16,8,4e-06,0.001216,0.304
Basic,16,8,0.000176,0.001216,0.00690909
Atomic,16,8,0.000112,0.000608,0.00542857
Partial_reduction,16,8,0.000207,0.000608,0.0029372
Reduction,16,8,0.000224,0.000608,0.00271429
Sequentiel,16,8,3e-06,0.001216,0.405333
Basic,16,8,0.000104,0.001216,0.0116923
Atomic,16,8,9.8e-05,0.000608,0.00620408
Partial_reduction,16,8,0.000196,0.000608,0.00310204
Reduction,16,8,0.000146,0.000608,0.00416438
Sequentiel,16,8,4e-06,0.001216,0.304
Basic,16,8,0.00011,0.001216,0.0110545
Atomic,16,8,0.000145,0.000608,0.0041931
Partial_reduction,16,8,0.000105,0.000608,0.00579048
Reduction,16,8,0.000148,0.000608,0.00410811
Sequentiel,16,8,4e-06,0.001216,0.304
Basic,16,8,0.000106,0.001216,0.0114717
Atomic,16,8,0.000102,0.000608,0.00596078
Partial_reduction,16,8,0.000101,0.000608,0.0060198
Reduction,16,8,0.000305,0.000608,0.00199344
Sequentiel,16,8,3e-06,0.001216,0.405333
Basic,16,8,0.000148,0.001216,0.00821622
Atomic,16,8,0.000102,0.000608,0.00596078
Partial_reduction,16,8,0.000108,0.000608,0.00562963
Reduction,16,8,0.000167,0.000608,0.00364072
Sequentiel,16,8,4e-06,0.001216,0.304
Basic,16,8,0.000228,0.001216,0.00533333
Atomic,16,8,0.000121,0.000608,0.00502479
Partial_reduction,16,8,0.000123,0.000608,0.00494309
Reduction,16,8,0.000149,0.000608,0.00408054
Sequentiel,16,8,4e-06,0.001216,0.304
Basic,16,8,0.000113,0.001216,0.0107611
Atomic,16,8,0.000249,0.000608,0.00244177
Partial_reduction,16,8,0.000235,0.000608,0.00258723
Reduction,16,8,0.000304,0.000608,0.002
Sequentiel,16,8,4e-06,0.001216,0.304
Basic,16,8,0.000111,0.001216,0.010955
Atomic,16,8,0.00014,0.000608,0.00434286
Partial_reduction,16,8,0.000105,0.000608,0.00579048
Reduction,16,8,0.000486,0.000608,0.00125103
Sequentiel,16,8,4e-06,0.001216,0.304
Basic,16,8,0.000125,0.001216,0.009728
Atomic,16,8,0.000197,0.000608,0.00308629
Partial_reduction,16,8,0.000668,0.000608,0.00091018
Reduction,16,8,0.000146,0.000608,0.00416438
Sequentiel,16,8,7e-06,0.001216,0.173714
Basic,16,8,0.000111,0.001216,0.010955
Atomic,16,8,0.000119,0.000608,0.00510924
Partial_reduction,16,8,0.000214,0.000608,0.00284112
Reduction,16,8,0.000215,0.000608,0.00282791
Sequentiel,16,8,8e-06,0.001216,0.152
Basic,16,8,0.00011,0.001216,0.0110545
Atomic,16,8,0.000249,0.000608,0.00244177
Partial_reduction,16,8,0.000113,0.000608,0.00538053
Reduction,16,8,0.000146,0.000608,0.00416438
Sequentiel,16,8,4e-06,0.001216,0.304
Basic,16,8,0.000107,0.001216,0.0113645
Atomic,16,8,0.000105,0.000608,0.00579048
Partial_reduction,16,8,0.000164,0.000608,0.00370732
Reduction,16,8,0.000305,0.000608,0.00199344
Sequentiel,16,8,3e-06,0.001216,0.405333
Basic,16,8,0.000178,0.001216,0.00683146
Atomic,16,8,0.000144,0.000608,0.00422222
Partial_reduction,16,8,0.000128,0.000608,0.00475
Reduction,16,8,0.000148,0.000608,0.00410811
Sequentiel,16,8,4e-06,0.001216,0.304
Basic,16,8,0.000114,0.001216,0.0106667
Atomic,16,8,0.0001,0.000608,0.00608
Partial_reduction,16,8,0.000108,0.000608,0.00562963
Reduction,16,8,0.000221,0.000608,0.00275113
Sequentiel,16,8,3e-06,0.001216,0.405333
Basic,16,8,0.00011,0.001216,0.0110545
Atomic,16,8,0.000216,0.000608,0.00281481
Partial_reduction,16,8,0.000133,0.000608,0.00457143
Reduction,16,8,0.000326,0.000608,0.00186503
Sequentiel,16,8,4e-06,0.001216,0.304
Basic,16,8,0.000106,0.001216,0.0114717
Atomic,16,8,0.000107,0.000608,0.00568224
Partial_reduction,16,8,0.000151,0.000608,0.00402649
Reduction,16,8,0.000221,0.000608,0.00275113
Sequentiel,16,8,4e-06,0.001216,0.304
Basic,16,8,9.3e-05,0.001216,0.0130753
Atomic,16,8,0.000237,0.000608,0.0025654
Partial_reduction,16,8,9.5e-05,0.000608,0.0064
Reduction,16,8,0.000144,0.000608,0.00422222
Sequentiel,16,8,4e-06,0.001216,0.304
Basic,16,8,0.0001,0.001216,0.01216
Atomic,16,8,0.000193,0.000608,0.00315026
Partial_reduction,16,8,0.000131,0.000608,0.00464122
Reduction,16,8,0.000223,0.000608,0.00272646
Sequentiel,16,8,5e-06,0.001216,0.2432
Basic,16,8,0.000107,0.001216,0.0113645
Atomic,16,8,0.000206,0.000608,0.00295146
Partial_reduction,16,8,0.000105,0.000608,0.00579048
Reduction,16,8,0.000275,0.000608,0.00221091
Sequentiel,16,8,4e-06,0.001216,0.304
Basic,16,8,0.000371,0.001216,0.00327763
Atomic,16,8,0.000126,0.000608,0.0048254
Partial_reduction,16,8,0.000192,0.000608,0.00316667
Reduction,16,8,0.000154,0.000608,0.00394805
Sequentiel,16,8,4e-06,0.001216,0.304
Basic,16,8,0.000198,0.001216,0.00614141
Atomic,16,8,0.000143,0.000608,0.00425175
Partial_reduction,16,8,0.00018,0.000608,0.00337778
Reduction,16,8,0.00013,0.000608,0.00467692
Sequentiel,16,8,6e-06,0.001216,0.202667
Basic,16,8,0.000225,0.001216,0.00540444
Atomic,16,8,0.00011,0.000608,0.00552727
Partial_reduction,16,8,0.000174,0.000608,0.00349425
Reduction,16,8,0.000141,0.000608,0.00431206
Sequentiel,16,8,4e-06,0.001216,0.304
Basic,16,8,0.000112,0.001216,0.0108571
Atomic,16,8,0.000101,0.000608,0.0060198
Partial_reduction,16,8,0.000145,0.000608,0.0041931
Reduction,16,8,0.000236,0.000608,0.00257627
Sequentiel,16,8,4e-06,0.001216,0.304
Basic,16,8,0.000103,0.001216,0.0118058
Atomic,16,8,0.000121,0.000608,0.00502479
Partial_reduction,16,8,0.000105,0.000608,0.00579048
Reduction,16,8,0.000203,0.000608,0.00299507
Sequentiel,16,8,4e-06,0.001216,0.304
Basic,16,8,0.000117,0.001216,0.0103932
Atomic,16,8,0.00011,0.000608,0.00552727
Partial_reduction,16,8,0.000241,0.000608,0.00252282
Reduction,16,8,0.000149,0.000608,0.00408054
Sequentiel,16,8,4e-06,0.001216,0.304
Basic,16,8,0.000121,0.001216,0.0100496
Atomic,16,8,0.000103,0.000608,0.00590291
Partial_reduction,16,8,0.00015,0.000608,0.00405333
Reduction,16,8,0.000453,0.000608,0.00134216
Sequentiel,16,8,4e-06,0.001216,0.304
Basic,16,8,0.000193,0.001216,0.00630052
Atomic,16,8,0.000189,0.000608,0.00321693
Partial_reduction,16,8,0.00011,0.000608,0.00552727
Reduction,16,8,0.000249,0.000608,0.00244177
Sequentiel,16,8,4e-06,0.001216,0.304
Basic,16,8,0.000111,0.001216,0.010955
Atomic,16,8,9.6e-05,0.000608,0.00633333
Partial_reduction,16,8,0.000152,0.000608,0.004
Reduction,16,8,0.000145,0.000608,0.0041931
Sequentiel,16,8,4e-06,0.001216,0.304
Basic,16,8,0.000174,0.001216,0.00698851
Atomic,16,8,0.000174,0.000608,0.00349425
Partial_reduction,16,8,0.000248,0.000608,0.00245161
Reduction,16,8,0.000384,0.000608,0.00158333
Sequentiel,16,8,1e-05,0.001216,0.1216
Basic,16,8,0.000142,0.001216,0.00856338
Atomic,16,8,0.000203,0.000608,0.00299507
Partial_reduction,16,8,0.00012,0.000608,0.00506667
Reduction,16,8,0.000149,0.000608,0.00408054
Sequentiel,16,8,7.2e-05,0.001216,0.0168889
Basic,16,8,0.000105,0.001216,0.011581
Atomic,16,8,0.000152,0.000608,0.004
Partial_reduction,16,8,0.000105,0.000608,0.00579048
Reduction,16,8,0.000152,0.000608,0.004
Sequentiel,16,8,7e-06,0.001216,0.173714
Basic,16,8,0.000125,0.001216,0.009728
Atomic,16,8,0.000186,0.000608,0.00326882
Partial_reduction,16,8,0.00027,0.000608,0.00225185
Reduction,16,8,0.000226,0.000608,0.00269027
Sequentiel,16,8,7e-06,0.001216,0.173714
Basic,16,8,0.000228,0.001216,0.00533333
Atomic,16,8,0.000123,0.000608,0.00494309
Partial_reduction,16,8,0.000141,0.000608,0.00431206
Reduction,16,8,0.000154,0.000608,0.00394805
Sequentiel,16,8,5e-06,0.001216,0.2432
Basic,16,8,0.000111,0.001216,0.010955
Atomic,16,8,0.000132,0.000608,0.00460606
Partial_reduction,16,8,0.000105,0.000608,0.00579048
Reduction,16,8,0.000186,0.000608,0.00326882
Sequentiel,16,8,4e-06,0.001216,0.304
Basic,16,8,0.000239,0.001216,0.00508787
Atomic,16,8,0.000296,0.000608,0.00205405
Partial_reduction,16,8,0.000155,0.000608,0.00392258
Reduction,16,8,0.00035,0.000608,0.00173714
Sequentiel,16,8,5e-06,0.001216,0.2432
Basic,16,8,0.000112,0.001216,0.0108571
Atomic,16,8,0.000156,0.000608,0.00389744
Partial_reduction,16,8,0.000154,0.000608,0.00394805
Reduction,16,8,0.000266,0.000608,0.00228571
Sequentiel,16,8,4e-06,0.001216,0.304
Basic,16,8,0.000119,0.001216,0.0102185
Atomic,16,8,0.000127,0.000608,0.0047874
Partial_reduction,16,8,0.000125,0.000608,0.004864
Reduction,16,8,0.000142,0.000608,0.00428169
Sequentiel,16,8,4e-06,0.001216,0.304
Basic,16,8,0.0001,0.001216,0.01216
Atomic,16,8,0.000188,0.000608,0.00323404
Partial_reduction,16,8,0.000412,0.000608,0.00147573
Reduction,16,8,0.000189,0.000608,0.00321693
Sequentiel,16,8,5e-06,0.001216,0.2432
Basic,16,8,0.000212,0.001216,0.00573585
Atomic,16,8,0.000301,0.000608,0.00201993
Partial_reduction,16,8,0.000155,0.000608,0.00392258
Reduction,16,8,0.000182,0.000608,0.00334066
Sequentiel,16,8,4e-06,0.001216,0.304
Basic,16,8,0.000223,0.001216,0.00545291
Atomic,16,8,0.000141,0.000608,0.00431206
Partial_reduction,16,8,0.000134,0.000608,0.00453731
Reduction,16,8,0.000298,0.000608,0.00204027
Sequentiel,16,8,4e-06,0.001216,0.304
Basic,16,8,0.00011,0.001216,0.0110545
Atomic,16,8,0.000102,0.000608,0.00596078
Partial_reduction,16,8,0.000324,0.000608,0.00187654
Reduction,16,8,0.000167,0.000608,0.00364072
Sequentiel,16,8,4e-06,0.001216,0.304
Basic,16,8,0.00011,0.001216,0.0110545
Atomic,16,8,0.000106,0.000608,0.00573585
Partial_reduction,16,8,0.000187,0.000608,0.00325134
Reduction,16,8,0.000185,0.000608,0.00328649
Sequentiel,16,8,5e-06,0.001216,0.2432
Basic,16,8,0.000125,0.001216,0.009728
Atomic,16,8,0.000189,0.000608,0.00321693
Partial_reduction,16,8,0.000199,0.000608,0.00305528
Reduction,16,8,0.000246,0.000608,0.00247154
Sequentiel,256,128,3.3e-05,0.265216,8.03685
Basic,256,128,0.000202,0.265216,1.31295
Atomic,256,128,0.000246,0.132608,0.539057
Partial_reduction,256,128,0.000235,0.132608,0.564289
Reduction,256,128,0.00017,0.132608,0.780047
Sequentiel,256,128,3.9e-05,0.265216,6.80041
Basic,256,128,0.00018,0.265216,1.47342
Atomic,256,128,0.000168,0.132608,0.789333
Partial_reduction,256,128,0.000122,0.132608,1.08695
Reduction,256,128,0.000166,0.132608,0.798843
Sequentiel,256,128,4.5e-05,0.265216,5.89369
Basic,256,128,0.00019,0.265216,1.39587
Atomic,256,128,0.000152,0.132608,0.872421
Partial_reduction,256,128,0.000177,0.132608,0.749198
Reduction,256,128,0.000336,0.132608,0.394667
Sequentiel,256,128,3.2e-05,0.265216,8.288
Basic,256,128,0.000223,0.265216,1.18931
Atomic,256,128,0.000152,0.132608,0.872421
Partial_reduction,256,128,0.000124,0.132608,1.06942
Reduction,256,128,0.000429,0.132608,0.30911
Sequentiel,256,128,3.4e-05,0.265216,7.80047
Basic,256,128,0.000165,0.265216,1.60737
Atomic,256,128,0.000139,0.132608,0.954014
Partial_reduction,256,128,0.000126,0.132608,1.05244
Reduction,256,128,0.000176,0.132608,0.753455
Sequentiel,256,128,3.1e-05,0.265216,8.55535
Basic,256,128,0.000168,0.265216,1.57867
Atomic,256,128,0.000181,0.132608,0.732641
Partial_reduction,256,128,0.000158,0.132608,0.839291
Reduction,256,128,0.000151,0.132608,0.878199
Sequentiel,256,128,3.5e-05,0.265216,7.5776
Basic,256,128,0.00019,0.265216,1.39587
Atomic,256,128,0.000269,0.132608,0.492967
Partial_reduction,256,128,0.000106,0.132608,1.25102
Reduction,256,128,0.000237,0.132608,0.559527
Sequentiel,256,128,3.1e-05,0.265216,8.55535
Basic,256,128,0.000166,0.265216,1.59769
Atomic,256,128,0.000141,0.132608,0.940482
Partial_reduction,256,128,0.000143,0.132608,0.927329
Reduction,256,128,0.000172,0.132608,0.770977
Sequentiel,256,128,3.4e-05,0.265216,7.80047
Basic,256,128,0.000192,0.265216,1.38133
Atomic,256,128,0.000151,0.132608,0.878199
Partial_reduction,256,128,0.000119,0.132608,1.11435
Reduction,256,128,0.000217,0.132608,0.611097
Sequentiel,256,128,3e-05,0.265216,8.84053
Basic,256,128,0.000204,0.265216,1.30008
Atomic,256,128,0.000153,0.132608,0.866719
Partial_reduction,256,128,0.00024,0.132608,0.552533
Reduction,256,128,0.000174,0.132608,0.762115
Sequentiel,256,128,3.2e-05,0.265216,8.288
Basic,256,128,0.000201,0.265216,1.31948
Atomic,256,128,0.000148,0.132608,0.896
Partial_reduction,256,128,0.00012,0.132608,1.10507
Reduction,256,128,0.00037,0.132608,0.3584
Sequentiel,256,128,4.6e-05,0.265216,5.76557
Basic,256,128,0.000174,0.265216,1.52423
Atomic,256,128,0.000178,0.132608,0.744989
Partial_reduction,256,128,0.00012,0.132608,1.10507
Reduction,256,128,0.000171,0.132608,0.775485
Sequentiel,256,128,3.7e-05,0.265216,7.168
Basic,256,128,0.000211,0.265216,1.25695
Atomic,256,128,0.000282,0.132608,0.470241
Partial_reduction,256,128,0.000156,0.132608,0.850051
